Temperature,Humidity,BuildingArea,Occupants,ApplianceCount,IsWeekend,AC_Usage_Hours,ElectricityConsumption
36.88,68.65,3878.54,9,6,0,4.37,30.78
41.66,88.86,2132.78,6,17,1,5.33,31.37
19.06,36.74,1642.02,5,14,0,0.0,15.24
31.04,29.96,1733.71,6,14,1,3.25,22.57
25.28,28.5,3321.75,6,18,0,3.44,28.55
41.19,41.23,3748.8,9,8,1,6.42,35.98
37.74,27.07,1144.62,4,9,1,2.74,19.47
37.63,68.45,1920.86,2,14,0,8.16,29.26
27.65,24.36,4097.95,9,17,0,0.88,29.27
26.2,55.66,3707.44,2,5,1,1.95,22.27
22.38,89.77,4437.92,9,9,0,1.69,27.27
16.52,76.98,3492.42,2,17,1,0.0,21.73
38.35,63.07,2012.1,8,11,0,8.3,32.07
36.95,41.44,2821.62,9,13,0,6.61,33.41
41.99,63.67,3110.16,9,13,0,5.61,34.1
41.91,56.89,721.67,9,6,1,11.66,32.74
30.0,49.83,2632.44,2,17,0,3.72,25.78
35.76,29.15,3308.22,4,2,1,4.96,25.77
40.51,82.06,1086.02,7,10,1,8.76,29.47
37.94,51.48,3600.59,2,13,0,6.48,32.95
21.68,33.62,2793.47,1,6,0,1.36,15.34
27.16,45.74,4304.11,3,4,1,7.37,31.66
18.49,48.99,573.93,4,6,0,0.0,9.56
40.76,77.93,1487.84,8,3,1,6.28,25.53
31.37,71.35,2866.37,6,15,0,4.02,27.41
21.17,73.85,1615.9,2,3,0,2.53,13.36
33.14,20.77,3329.14,9,14,1,1.37,27.65
31.69,49.13,3511.92,2,8,0,0.0,19.31
24.67,53.69,820.32,5,11,0,0.38,12.47
18.07,21.34,2506.8,4,14,0,0.0,17.54
33.13,38.19,2486.45,7,17,0,3.53,28.18
29.05,73.22,1914.05,8,15,0,4.02,25.32
35.85,29.6,4224.99,5,12,1,3.5,31.9
29.04,57.47,3792.78,5,11,0,0.16,22.34
38.01,35.06,3258.56,2,7,0,6.14,28.99
29.9,20.85,3328.74,8,5,0,5.03,27.51
30.15,36.88,2293.04,2,2,0,0.0,12.58
38.67,88.31,4176.08,6,8,0,7.86,36.28
25.89,76.11,3247.84,8,10,1,3.6,26.81
18.62,87.17,3388.82,6,9,1,1.45,23.14
15.78,54.15,3932.93,4,6,0,1.03,20.88
35.39,27.68,1523.69,4,11,0,9.53,29.52
31.75,58.36,3708.99,6,12,0,3.2,28.06
34.01,51.81,1200.49,4,16,0,4.89,23.82
20.75,79.1,1815.9,8,7,0,0.0,14.6
18.68,26.87,1776.0,9,16,0,0.0,18.77
15.39,54.18,4411.95,1,6,0,1.53,21.91
24.47,30.5,3911.8,4,11,0,0.0,20.67
30.93,42.73,3274.8,4,13,0,1.92,23.59
25.59,71.61,3380.93,2,5,1,4.62,24.25
26.81,53.32,2704.5,6,19,0,4.31,28.15
39.41,46.31,4283.07,3,17,0,5.74,36.5
24.4,47.61,2434.66,7,9,0,3.18,22.37
28.88,52.16,1960.12,5,5,0,3.64,19.56
36.16,74.95,1068.44,4,13,1,8.39,29.1
25.71,82.45,3623.44,5,3,0,2.05,20.96
31.8,86.87,3411.22,8,5,0,5.98,29.96
38.28,75.08,1975.86,3,6,0,11.38,31.98
40.64,42.08,503.29,7,4,1,8.08,25.8
18.97,68.17,3839.89,6,10,0,0.0,22.59
40.02,50.63,446.81,1,19,0,8.12,26.77
28.29,37.83,3285.17,7,12,0,2.03,25.11
21.97,78.86,4378.05,7,4,0,5.43,30.39
27.4,22.69,2194.41,1,3,0,2.83,15.67
41.46,83.12,1363.39,9,10,0,6.61,27.99
28.3,52.3,3289.97,6,15,0,1.1,24.62
23.88,64.6,3750.23,2,5,1,3.49,23.56
32.1,66.15,2640.36,5,10,0,5.77,27.45
21.48,82.66,4364.84,4,14,0,0.0,23.82
17.05,64.57,611.84,7,19,0,0.17,14.71
18.48,62.98,2469.66,8,16,1,0.0,21.53
18.46,24.67,3345.66,1,11,0,0.0,18.41
19.1,56.29,3936.83,5,17,0,0.61,25.24
18.75,30.51,1134.95,3,13,0,3.0,17.55
32.3,71.62,3680.01,1,6,0,2.56,22.19
19.91,55.86,2666.1,3,3,0,0.0,13.17
24.33,67.62,2025.87,6,11,0,0.0,16.13
39.21,22.92,940.03,7,2,1,3.73,18.64
27.8,25.94,3947.71,8,8,1,5.27,31.93
33.02,70.14,1044.82,4,18,0,7.44,27.14
19.65,25.05,1670.13,3,17,0,0.52,17.2
20.19,24.99,1589.19,5,4,1,2.51,16.74
16.1,20.85,3972.8,9,15,0,0.0,25.73
19.56,86.96,3158.08,6,11,0,0.0,20.43
22.52,71.63,3666.39,9,8,0,0.17,21.76
19.78,44.73,1426.92,6,18,0,0.0,17.39
17.39,40.76,2961.98,2,7,0,0.0,16.09
18.26,44.48,2744.16,5,5,0,0.0,15.99
27.44,74.23,3814.6,9,18,0,2.4,30.5
20.57,66.3,4114.96,8,10,0,1.68,25.06
24.84,32.96,449.84,7,5,0,1.8,11.44
28.59,32.19,3163.48,1,8,0,2.54,20.52
33.64,26.89,612.53,4,3,1,2.8,13.59
16.06,66.22,2650.32,7,18,0,0.0,21.58
36.58,73.51,1579.29,7,9,0,7.0,27.02
31.95,38.55,1657.78,6,16,1,1.7,21.33
17.21,21.47,1847.13,8,16,1,0.0,18.93
38.59,25.75,2947.3,6,9,0,6.66,30.85
39.86,87.75,1769.6,3,17,0,5.19,27.4
16.65,40.68,3404.07,4,12,1,0.0,20.68
22.48,73.85,2058.56,3,3,1,1.29,14.09
36.77,63.73,680.25,1,18,1,3.32,19.92
35.2,46.74,3613.42,5,17,1,5.77,34.97
19.98,34.4,1571.61,1,16,0,0.0,14.32
20.65,28.5,2174.34,1,14,0,2.34,17.64
25.0,63.05,3210.32,2,16,0,6.34,30.03
28.08,74.22,1763.07,4,5,0,0.97,14.53
31.69,65.07,632.0,6,17,0,4.97,22.27
24.96,57.12,1933.08,8,13,0,0.2,17.55
27.49,22.94,4272.24,3,5,0,4.58,26.93
35.18,87.79,3031.11,1,4,1,2.53,20.53
15.99,75.91,3153.06,3,18,0,0.0,21.3
21.82,40.5,2992.36,3,19,0,0.0,20.3
34.26,88.6,1215.87,5,19,0,4.34,24.07
39.17,62.13,2115.17,4,18,0,4.33,28.19
28.82,60.77,3478.85,4,13,1,4.58,28.86
29.37,72.37,815.63,9,5,0,1.45,14.76
17.89,76.82,1539.2,7,13,1,0.4,17.38
27.08,65.95,1532.91,4,16,0,1.67,17.71
29.38,28.97,2171.28,3,17,0,2.9,23.01
21.55,43.68,4419.51,6,6,0,0.81,23.3
22.27,84.97,676.76,3,16,0,0.0,11.97
25.19,35.72,2526.67,6,18,1,2.15,24.78
15.54,46.05,1135.4,9,19,0,1.57,20.44
23.7,50.25,4379.77,6,6,1,0.0,23.08
20.71,50.76,864.54,4,14,0,2.58,16.82
23.84,62.91,2054.76,5,14,1,4.28,24.33
18.23,86.02,3425.33,6,19,0,0.0,23.47
39.04,36.85,3288.67,3,15,1,3.44,29.04
31.03,28.51,2133.19,8,5,0,4.28,23.91
33.34,33.82,1820.75,4,5,0,3.35,19.05
36.31,82.08,2030.21,8,14,0,9.17,35.34
28.46,65.21,1483.53,3,13,1,2.89,20.03
17.35,40.01,1241.87,7,8,0,0.0,12.94
29.5,77.12,2380.46,9,13,0,0.87,21.97
30.84,80.3,1500.99,4,5,1,5.79,21.65
35.13,79.26,1578.59,8,3,0,3.9,19.64
26.65,84.32,3092.7,3,3,0,2.31,18.81
18.44,37.66,4371.0,7,6,0,1.39,25.04
22.66,72.85,2874.91,3,11,0,0.0,17.24
24.8,52.24,715.62,7,11,1,1.51,15.51
32.44,78.94,709.89,6,10,1,4.11,20.17
30.41,70.99,4300.84,2,14,0,4.84,30.91
24.61,74.35,1618.89,3,8,1,2.72,16.8
41.64,65.93,777.47,6,6,0,6.77,23.07
31.36,32.42,2856.08,4,11,0,3.91,24.73
21.41,58.15,2956.96,6,11,0,0.0,18.74
17.75,88.93,3058.87,1,7,0,0.0,15.14
19.13,85.62,1496.35,1,9,0,0.22,11.99
21.64,23.02,461.95,3,2,1,4.33,12.77
19.34,31.54,4356.56,8,18,1,0.0,28.57
20.04,29.22,1428.66,8,8,0,0.0,13.76
22.7,70.82,3171.71,4,15,0,0.0,21.04
19.68,77.24,3297.18,6,18,1,1.34,26.53
39.21,34.95,2901.03,8,10,1,7.3,34.61
17.17,55.41,1682.92,7,18,1,0.0,19.23
29.16,78.85,1511.49,7,6,0,1.22,15.51
26.08,71.3,2850.44,4,9,1,2.21,20.96
41.52,57.96,3950.99,9,7,0,4.05,32.62
18.03,61.32,4281.61,6,12,0,0.0,23.77
25.74,55.59,834.21,3,5,0,3.66,14.18
41.18,40.83,1034.8,5,19,0,4.56,26.04
38.37,59.55,4273.42,5,2,0,3.06,26.58
37.06,68.22,3419.79,5,14,0,8.85,37.6
21.96,81.13,4020.27,8,15,0,0.0,25.71
19.61,64.54,1230.79,9,2,1,2.14,16.11
33.05,73.28,2809.1,9,12,0,4.04,28.15
40.09,31.21,3274.67,6,18,0,6.37,35.18
30.03,52.31,3188.46,6,5,0,4.22,24.76
30.43,20.65,2073.42,9,13,1,1.71,23.15
22.56,37.27,463.12,4,11,0,1.12,11.64
35.78,70.85,2790.0,6,7,0,4.5,25.84
20.05,89.43,1437.72,4,2,0,0.0,8.83
23.74,26.94,2246.04,1,8,1,1.92,17.06
26.49,48.1,4326.08,7,17,1,1.64,31.06
28.71,76.0,2036.04,6,15,0,2.59,22.6
21.55,34.28,3843.19,9,7,0,0.0,22.35
18.1,58.86,1173.02,7,6,1,2.55,16.66
31.49,71.31,3157.09,7,19,0,5.58,33.45
22.79,63.12,4405.73,2,16,0,2.86,28.75
30.69,33.16,817.76,9,7,0,2.95,17.75
19.17,44.88,434.11,9,2,0,0.0,8.62
27.99,74.87,2177.69,6,2,0,6.57,23.19
29.38,58.8,779.76,3,14,0,3.0,16.98
16.4,20.37,3468.38,1,4,0,0.0,15.79
24.09,73.27,4149.65,4,11,1,2.2,26.2
18.63,22.47,2179.49,3,4,0,1.88,15.31
16.71,72.2,1460.72,1,10,1,0.0,12.34
41.73,34.17,2181.05,3,9,0,9.8,32.75
23.7,87.07,3366.14,4,4,0,3.4,22.43
36.87,45.76,437.12,8,14,0,3.47,20.67
21.88,42.89,2816.76,9,7,1,0.0,18.97
33.4,30.42,2914.5,3,14,1,6.38,30.73
35.53,41.39,3014.52,6,13,0,0.0,22.37
31.08,81.37,1392.29,5,14,1,3.4,21.12
27.73,89.74,3327.62,6,3,0,0.0,18.39
26.12,45.78,774.71,4,17,1,1.09,16.09
24.42,51.4,1217.01,6,7,1,0.88,14.12
40.1,70.54,3997.63,7,14,1,5.98,37.77
37.43,82.03,3428.76,9,18,0,4.7,34.42
41.06,61.51,456.36,7,10,0,4.82,21.7
18.36,47.41,1418.34,6,18,0,4.04,22.94
34.73,48.88,1279.07,1,3,0,8.65,22.81
40.34,68.69,1510.31,2,8,0,4.45,20.67
19.89,20.23,1415.0,1,11,0,3.13,16.98
16.8,63.37,656.36,9,11,0,0.0,12.94
35.01,44.88,2281.66,9,10,0,5.26,28.28
30.51,75.59,3404.21,7,18,0,3.38,29.47
37.73,26.51,2887.6,2,16,0,4.59,28.93
18.77,61.17,3158.77,6,3,1,1.56,20.29
36.47,53.67,732.71,4,5,0,5.74,19.39
20.44,64.96,4301.11,1,18,0,0.0,23.95
19.42,24.54,3837.82,1,6,1,0.0,18.65
19.44,60.6,3700.87,5,8,0,0.0,20.95
36.99,59.3,3774.23,2,19,0,2.38,28.45
32.96,59.25,4224.11,4,8,0,4.34,29.7
29.12,62.24,2631.44,1,18,0,0.65,19.9
24.69,67.35,1221.16,4,8,1,1.03,13.61
38.68,76.35,2928.81,6,5,0,8.97,32.85
25.6,38.89,3445.81,4,9,0,4.26,25.43
37.05,77.75,3425.46,1,14,0,5.62,30.35
26.86,54.88,2537.94,7,5,0,2.11,19.04
25.18,25.39,680.68,2,7,1,5.49,17.54
27.49,24.1,1921.56,9,6,0,3.54,20.39
23.14,43.4,4175.14,3,13,0,0.39,23.42
35.19,74.94,2796.24,8,5,0,2.21,22.54
28.57,69.54,2607.16,8,10,0,3.65,24.41
21.27,75.2,1502.3,3,5,0,2.08,13.71
39.29,56.21,1910.64,4,15,1,5.17,27.15
25.37,50.81,4070.92,2,6,1,2.37,23.41
29.68,30.32,3132.5,4,19,1,2.5,26.95
39.47,42.97,3628.29,9,11,1,6.12,36.06
31.85,50.38,2262.82,2,13,0,0.0,16.74
18.16,26.2,2984.01,3,19,0,0.0,20.87
40.38,35.44,1418.37,4,18,1,8.73,33.02
31.95,61.88,3292.39,5,12,1,2.72,26.24
24.04,71.5,2153.17,1,4,1,1.45,14.23
18.76,89.88,2214.44,7,18,0,0.0,19.48
36.44,85.32,3062.22,7,2,0,6.2,28.35
31.74,64.98,4238.75,9,16,1,3.48,35.1
29.4,49.49,662.43,4,10,1,1.26,14.89
39.14,64.53,3781.45,6,16,1,9.04,41.23
36.29,75.0,1598.77,2,4,0,7.29,23.44
19.1,28.28,2220.07,4,14,0,0.0,16.29
23.42,48.69,489.84,2,13,0,2.13,13.64
21.71,78.79,1634.29,5,2,1,1.64,14.32
35.09,46.87,2460.79,7,18,0,6.31,32.2
15.91,60.03,630.32,1,14,0,0.0,10.7
30.39,61.14,2413.49,7,2,1,5.48,24.33
35.59,32.91,4201.15,6,11,0,4.06,31.42
38.67,45.36,832.11,6,16,1,5.51,26.16
24.24,43.42,3534.21,8,8,0,6.69,30.59
37.17,21.83,2079.65,8,19,1,6.33,33.67
17.99,21.69,3086.21,6,17,0,0.0,21.66
37.85,78.22,1466.97,3,15,1,1.54,19.65
18.44,39.11,1053.92,5,19,1,2.26,19.44
25.73,56.27,1057.9,2,8,0,0.0,10.18
36.53,40.91,689.02,5,18,0,3.5,21.31
19.05,85.85,1161.15,9,19,0,0.0,17.43
21.19,38.15,3123.3,1,13,0,3.23,22.71
34.5,50.08,4014.93,5,9,1,6.38,33.74
34.44,81.09,3737.92,6,3,0,4.5,26.82
32.31,78.94,3209.05,7,8,0,4.72,27.48
33.74,33.03,852.77,9,5,0,3.38,19.0
29.65,76.19,1585.67,6,19,1,3.5,24.52
21.8,52.07,1670.21,5,7,1,0.75,14.66
24.33,53.81,1424.82,7,10,0,3.38,19.18
19.9,29.34,2511.52,1,10,0,1.9,17.56
39.53,25.64,2595.77,5,15,0,7.5,33.55
30.75,70.96,1863.23,2,9,0,2.86,18.63
25.82,54.75,1850.54,4,4,0,3.42,16.95
27.47,50.58,3797.08,7,19,0,2.31,29.22
40.58,71.07,3636.1,5,6,0,4.7,29.69
19.14,73.59,1661.96,6,15,0,0.0,16.5
30.83,31.12,4146.53,2,5,0,3.78,26.35
28.66,62.72,4306.54,3,8,0,4.71,27.95
31.51,29.47,1739.64,7,13,0,3.47,23.08
15.49,72.6,1853.14,2,3,1,0.0,11.94
38.55,65.99,2473.1,6,12,1,6.3,30.86
40.17,86.96,4258.6,5,15,0,6.95,38.06
30.26,24.83,3992.91,1,17,0,3.79,29.47
33.81,23.99,820.53,4,7,1,6.44,21.54
39.91,39.75,2010.2,2,5,1,8.67,28.37
34.1,38.32,2668.82,4,16,0,3.51,26.25
19.12,37.29,2462.84,1,2,0,0.0,11.26
30.56,83.44,1194.84,2,8,0,1.44,13.95
31.38,37.47,3921.15,8,13,0,5.19,33.52
26.45,39.04,3175.46,6,11,0,5.05,27.95
34.88,73.16,3835.42,2,6,0,4.33,26.98
40.23,51.48,3920.93,6,13,0,6.26,35.6
39.99,74.37,3468.26,9,19,0,9.6,42.74
27.17,24.58,2200.76,7,11,0,3.4,22.53
18.06,54.13,2903.24,9,7,0,0.22,19.32
41.59,22.35,1057.5,5,13,0,4.82,23.34
37.65,24.39,3161.95,7,8,0,7.24,32.43
18.37,83.45,1134.94,7,19,0,0.0,16.68
39.86,29.75,3245.19,3,3,1,4.35,26.67
38.49,57.27,1341.35,7,11,0,5.47,24.16
29.01,48.78,881.96,1,16,0,1.83,15.32
30.96,44.31,1077.67,9,13,1,3.21,22.79
25.77,82.99,408.17,6,18,0,0.0,13.76
16.48,21.53,3346.83,5,5,0,0.74,19.07
24.05,66.47,3402.84,7,8,0,3.61,25.49
36.68,87.44,2511.23,5,10,1,1.66,22.24
15.13,59.21,1061.59,5,8,1,0.33,11.64
24.0,85.58,742.57,7,3,1,0.0,10.06
25.75,23.66,478.43,7,7,0,3.63,15.18
29.51,49.32,1079.57,3,19,0,3.03,19.83
39.84,38.21,4052.51,3,7,0,6.67,32.58
24.35,71.16,1390.3,3,14,0,1.08,16.05
24.37,88.69,1852.51,6,3,0,3.88,19.16
34.91,37.96,831.92,6,13,0,2.49,18.78
27.21,65.79,1311.68,3,16,1,3.62,20.76
21.06,33.87,2528.82,3,15,0,2.56,21.29
27.22,59.57,2891.79,8,7,0,3.84,24.83
18.8,52.48,1405.94,8,19,0,4.25,25.38
19.76,88.04,636.7,7,6,1,0.0,10.72
28.46,62.6,2003.23,4,19,1,4.73,25.92
26.31,44.47,1360.23,4,4,0,1.89,13.5
39.7,27.99,1300.17,3,4,0,9.03,26.32
24.78,30.59,4335.44,5,11,0,1.58,25.09
30.68,35.77,2926.83,3,4,1,2.78,21.04
32.07,37.57,2683.2,8,13,0,6.64,31.69
15.35,79.54,2104.68,7,17,0,0.0,19.29
32.92,59.29,2158.67,3,18,0,1.48,21.38
19.81,56.64,2617.71,9,8,0,0.0,18.83
40.95,28.03,3255.36,5,14,1,8.22,37.11
19.01,80.21,3278.8,9,3,0,2.46,21.72
26.19,70.6,1103.95,7,5,0,2.29,14.03
17.3,24.74,2450.46,7,11,0,1.74,21.18
41.92,69.55,2089.03,6,8,0,4.59,25.68
28.56,58.05,3969.16,2,18,1,1.97,27.93
31.08,25.72,2988.82,9,7,0,3.11,24.97
16.81,52.08,2583.27,6,6,1,0.0,16.6
35.25,53.93,873.12,8,11,1,5.25,23.61
20.67,31.6,2883.12,1,10,0,1.6,18.34
39.25,86.2,880.54,5,14,0,5.53,23.33
20.54,79.5,1782.55,1,7,0,0.46,11.63
20.15,66.83,985.65,8,5,1,0.0,11.96
15.99,52.36,3237.5,8,4,0,0.0,18.64
27.75,48.82,1245.63,1,4,0,2.35,12.32
30.25,65.57,2006.62,9,5,0,3.13,21.25
16.77,58.18,4072.27,2,6,1,0.0,20.31
35.94,24.36,1237.7,9,9,0,5.38,24.9
27.24,55.88,2482.0,1,17,0,2.56,22.06
29.16,76.45,2119.01,9,4,0,2.19,19.28
26.9,52.15,474.31,4,13,0,4.85,18.04
25.82,23.64,3650.31,9,9,1,0.0,23.53
30.11,75.04,683.09,7,14,0,1.93,17.96
19.19,34.1,2344.45,6,5,1,5.29,23.69
19.91,38.1,2698.78,5,15,0,0.0,20.26
38.27,31.53,2976.55,9,15,0,3.38,29.54
40.55,43.12,3223.39,2,14,0,8.32,34.47
25.08,72.97,1438.42,2,7,0,0.0,10.95
22.31,56.36,440.91,9,18,0,0.3,15.72
32.39,34.34,3366.12,3,5,0,8.42,31.35
26.04,81.45,2596.19,8,9,0,0.0,18.45
15.69,81.57,3828.08,9,18,0,0.0,26.11
19.22,80.94,3767.69,8,4,0,0.0,20.07
34.33,36.72,3857.64,4,18,1,6.57,35.97
32.79,51.59,2388.89,1,10,0,6.51,25.34
15.73,88.95,1767.88,4,3,0,0.0,11.48
20.99,74.04,3645.39,9,14,0,1.7,27.15
21.24,21.9,2250.31,2,3,1,3.19,17.44
33.14,24.56,1152.11,3,12,1,7.96,25.81
15.53,52.48,3905.39,8,16,0,0.0,25.27
17.81,83.65,4018.5,6,12,1,0.0,23.5
36.6,57.71,2311.87,8,4,0,3.89,23.93
19.82,54.85,710.37,7,4,0,0.0,9.23
32.62,27.38,1990.09,5,13,1,3.69,23.76
21.43,65.97,3694.5,9,6,1,0.1,22.18
17.68,77.55,4097.27,4,8,0,1.47,22.8
21.57,46.63,1234.24,6,8,1,3.07,18.31
34.5,74.29,674.59,2,14,0,4.49,19.19
38.1,87.51,3997.14,2,10,1,8.23,35.53
37.42,34.26,1996.56,2,14,0,6.52,26.66
25.72,56.63,2621.22,7,13,0,2.04,22.63
33.04,40.1,4369.07,2,14,0,6.16,33.79
20.53,75.5,672.92,2,11,0,0.32,9.56
22.91,60.43,3058.1,9,2,0,5.09,25.6
39.2,64.42,703.83,7,9,0,3.52,19.84
15.35,75.85,1939.42,3,17,0,0.0,16.75
17.31,47.72,3695.64,3,14,0,0.0,21.96
20.61,84.06,2177.24,7,4,0,1.08,16.25
15.72,57.31,4488.45,5,4,0,1.11,22.39
19.9,31.06,2692.14,6,6,0,0.0,15.96
30.74,68.71,1716.76,8,12,1,0.74,19.9
26.38,75.53,1302.46,9,8,1,3.81,20.99
39.1,42.17,1837.13,1,11,1,7.88,28.53
37.07,80.0,1927.39,3,11,0,1.81,19.11
24.23,83.43,681.73,7,3,1,1.4,12.12
22.0,39.38,1915.25,6,4,0,0.0,12.68
25.25,88.85,2303.38,7,9,0,0.42,17.42
30.94,29.85,3363.22,8,12,0,1.84,26.54
22.24,34.14,3092.59,6,14,1,2.36,24.99
31.85,32.9,3305.94,3,8,0,4.18,24.74
26.05,82.58,434.29,2,14,0,0.0,9.84
29.91,65.8,1292.44,7,3,0,5.06,19.98
26.78,30.65,3112.91,1,7,1,0.0,16.93
22.95,50.82,2384.36,3,10,0,1.64,17.86
40.61,63.07,421.79,4,3,0,5.24,17.39
35.62,25.84,3698.43,1,19,0,4.47,31.46
18.78,81.77,3568.52,5,17,0,0.6,23.76
38.45,76.25,2648.52,3,13,0,7.19,31.13
28.16,55.36,672.5,2,8,0,5.39,16.87
39.15,87.7,3542.71,3,8,1,6.22,31.11
36.6,49.24,2793.23,8,18,0,6.14,33.79
26.48,88.89,3606.04,6,14,0,1.28,24.69
15.61,66.75,3482.16,7,12,0,0.0,21.89
22.25,64.43,3692.31,6,7,0,1.63,22.65
29.62,31.62,2523.83,6,15,0,3.01,23.38
32.1,81.73,975.33,3,7,0,0.43,11.29
21.96,49.92,3151.75,8,7,0,1.32,21.13
18.76,31.36,2943.94,7,3,1,0.32,18.39
37.54,20.88,3443.24,7,16,0,4.49,32.19
41.58,59.18,1096.51,6,18,0,4.62,26.17
29.19,56.92,1199.4,5,9,1,6.02,23.36
19.64,70.35,4050.68,8,6,0,0.86,22.67
22.35,82.32,3474.91,5,18,1,0.33,24.73
15.5,25.56,4123.74,9,2,0,0.0,20.72
39.69,71.2,3510.73,9,19,0,4.92,35.92
18.18,33.12,2848.34,1,16,1,2.0,21.87
30.57,80.07,3081.94,6,6,0,3.8,24.19
22.4,77.33,4045.42,7,8,0,0.0,23.27
29.96,57.86,2773.11,3,19,1,4.34,28.98
32.59,69.72,2992.8,7,7,0,2.57,24.09
37.4,42.0,1041.55,7,6,0,8.8,27.25
20.57,52.98,2343.08,2,11,0,2.9,18.91
15.3,77.51,3337.23,7,16,1,0.0,23.98
18.7,52.15,1510.87,1,11,1,0.0,13.17
39.3,45.05,1229.24,5,17,0,1.2,19.71
38.6,54.59,1686.69,9,13,0,3.24,25.28
31.13,77.98,1390.15,7,19,1,1.03,21.59
31.21,43.46,1281.14,7,2,0,4.01,18.57
32.96,32.16,2141.89,2,17,0,3.67,23.86
19.74,69.84,4122.14,8,7,0,0.0,22.1
39.69,77.82,2478.94,3,4,1,6.0,25.96
26.31,27.04,1170.47,8,3,1,3.11,17.41
25.34,36.79,715.58,3,3,0,2.84,10.68
29.01,29.94,3254.24,7,14,0,0.0,21.92
16.27,44.36,1969.47,2,10,0,0.0,13.6
19.49,51.52,3769.51,4,17,0,0.0,23.19
34.93,72.42,3103.99,6,6,0,6.78,29.9
17.24,65.58,3664.59,9,8,1,0.65,24.06
31.29,63.46,1514.98,5,14,0,1.97,19.13
21.62,44.67,3238.67,9,14,1,0.0,22.95
25.51,78.9,1482.65,5,8,0,0.91,14.93
22.79,52.99,4250.18,8,11,0,0.0,24.17
24.6,88.54,3009.13,1,16,0,2.21,21.82
34.41,64.39,1730.5,7,7,0,4.26,22.78
23.02,28.84,1505.0,4,6,0,2.95,15.68
30.29,67.33,1182.8,5,3,1,1.23,13.33
27.85,42.76,3248.03,6,16,1,1.38,25.86
32.92,68.04,1296.73,5,17,0,1.29,19.58
40.29,24.87,2840.74,1,10,0,4.76,26.03
34.78,32.24,1485.0,9,8,1,2.56,21.86
20.8,79.9,3114.07,2,5,0,2.26,17.92
15.84,35.9,3741.25,9,4,0,0.0,20.87
22.08,78.59,3589.9,2,12,0,0.94,20.84
31.07,39.55,3519.49,9,2,1,2.93,25.99
16.39,65.0,1169.66,6,7,0,0.0,11.76
28.4,68.59,762.38,9,12,0,2.46,17.95
31.11,55.89,3265.69,6,2,1,4.9,26.33
24.02,41.37,1910.22,6,8,0,0.0,14.92
35.81,34.89,2172.62,2,7,0,6.89,25.8
17.88,22.32,527.71,8,15,0,0.0,13.35
17.03,41.28,1464.26,3,3,1,0.0,10.19
34.66,65.72,538.07,7,5,0,5.95,20.15
28.38,85.68,4004.66,5,12,1,1.47,26.31
33.59,80.98,1397.93,3,16,0,4.6,23.48
26.74,73.62,2685.08,1,19,0,1.62,21.02
21.65,75.19,559.82,8,2,1,0.81,10.81
37.12,66.55,3134.07,3,4,0,0.94,19.27
36.58,38.22,1724.41,2,4,0,1.87,15.13
33.76,83.5,4081.47,1,8,0,5.82,29.49
22.35,66.95,4041.28,4,2,0,2.86,22.47
30.94,59.23,1733.69,8,12,0,1.82,19.06
24.75,27.77,4093.94,3,7,0,1.09,21.31
17.47,51.29,4484.25,1,4,0,0.0,18.7
39.77,52.23,3784.2,4,3,1,7.98,33.74
18.69,80.52,3863.97,9,19,0,0.0,26.66
40.66,58.27,1420.94,1,13,1,5.11,23.95
27.04,46.63,2764.48,2,11,0,1.68,20.16
20.0,88.38,675.75,9,6,0,1.41,13.66
29.63,27.75,789.16,2,10,0,8.21,23.23
38.57,49.58,4495.46,3,3,0,5.73,30.8
34.77,22.94,1739.22,7,3,0,2.11,17.83
36.78,71.79,3467.55,3,7,1,6.4,30.52
32.79,84.27,3707.33,9,11,1,6.9,35.89
33.69,39.6,3917.9,6,19,1,4.78,35.53
37.93,80.08,4490.28,3,13,0,4.16,32.26
21.74,40.46,1390.14,9,5,1,2.5,18.28
28.21,83.75,565.44,1,18,0,4.07,18.26
20.97,72.78,2085.89,3,16,0,0.0,17.1
41.67,76.34,933.33,1,7,1,7.99,25.1
40.49,21.26,491.95,2,17,0,8.82,28.19
16.06,87.4,1877.75,8,18,0,1.05,20.47
34.05,70.87,3613.33,7,4,0,4.55,27.96
39.98,41.33,2721.34,2,11,0,5.94,28.72
19.88,78.06,1682.39,2,6,1,2.41,15.78
30.33,39.71,3082.8,9,15,0,1.02,24.93
39.72,81.09,1351.27,6,14,1,7.45,29.76
15.92,27.88,458.96,5,7,0,0.0,9.23
33.83,69.26,3533.85,6,13,0,6.74,33.55
23.03,57.85,2957.35,9,9,0,0.49,20.58
39.96,26.76,3525.44,7,6,0,9.19,37.06
41.22,36.93,559.65,9,16,0,8.06,30.07
40.5,20.87,3832.19,4,17,1,4.39,33.76
27.8,52.81,2940.06,2,2,1,5.45,22.79
38.28,41.09,2709.92,8,17,1,9.19,39.21
37.8,61.89,2960.92,4,6,1,7.7,30.65
23.62,40.81,3944.18,9,4,1,0.0,21.95
37.38,40.99,2806.44,4,16,0,5.18,30.14
16.0,72.02,2781.9,8,14,1,0.0,22.19
31.1,23.37,4461.78,9,17,0,2.29,33.1
21.21,83.2,3502.59,9,12,0,3.79,28.37
18.26,79.66,2213.4,4,3,0,0.0,13.05
17.08,66.75,3300.33,1,7,0,0.0,16.18
